,ACDEGSTL Index_PX_LAST,AGGMBAME Index_PX_LAST,AGGMBAMX Index_PX_LAST,AGGMBMNI Index_PX_LAST,AGGMEDEG Index_PX_LAST,AGGMEPOH Index_PX_LAST,AGGMEPRH Index_PX_LAST,AGGMTDEG Index_PX_LAST,AGGMVDEG Index_PX_LAST,SGIE7FIN Index_PX_LAST,SGIE7FWI Index_PX_LAST,VNGSBLSL Index_PX_LAST,VNGSBLNW Index_PX_LAST,SGIEBBIN Index_PX_LAST,SGIEBBWI Index_PX_LAST,EGFG0283 Index_PX_LAST,EGFG0285 Index_PX_LAST,VNGSBESL Index_PX_LAST,VNGSBENW Index_PX_LAST,SGIEBIIN Index_PX_LAST,ETGFGUPH Index_PX_LAST,ETGFGUPL Index_PX_LAST,ETGFNOAP Index_PX_LAST,ETGFOGAP Index_PX_LAST,ETGFONAP Index_PX_LAST,ETGFTGPH Index_PX_LAST,ETGFTGPL Index_PX_LAST,FGRTJRAQ Index_PX_LAST,FLXGGDNP Index_PX_LAST,FLXGLTNP Index_PX_LAST,FLXGZ2NP Index_PX_LAST,FLXGZTNP Index_PX_LAST,FRGCADIC Index_PX_LAST,FRGCNDCC Index_PX_LAST,FRGCPIRA Index_PX_LAST,FRGCSDPD Index_PX_LAST,FRGFDPDF Index_PX_LAST,FRGFFPDF Index_PX_LAST,FRGFFPGN Index_PX_LAST,FRGFLHDF Index_PX_LAST,FRGFNPDF Index_PX_LAST,FRGFOPDF Index_PX_LAST,FXYCHPIC Index_PX_LAST,FXYCLPIC Index_PX_LAST,FXYDHPDE Index_PX_LAST,FXYDLPDE Index_PX_LAST,FXYPHPPP Index_PX_LAST,FXYPLPPP Index_PX_LAST,GAAFDORN Index_PX_LAST,GAAFDUNK Index_PX_LAST,GAAFEASI Index_PX_LAST,GAAFEMDE Index_PX_LAST,GAAFENTY Index_PX_LAST,GAAFENTY Index_PX_LAST,GAAFSTFE Index_PX_LAST,GAAFSTFE Index_PX_LAST,GAAFZEEB Index_PX_LAST,GAANEASI Index_PX_LAST,GAANENTY Index_PX_LAST,GAANENTY Index_PX_LAST,GAANSTFE Index_PX_LAST,GAANSTFE Index_PX_LAST,GAANTOTL Index_PX_LAST,GCAGMODX Index_PX_LAST,GCAGMUDX Index_PX_LAST,GCPFMKDF Index_PX_LAST,GCPFMNTL Index_PX_LAST,GCPFMXDF Index_PX_LAST,GCPFVEDF Index_PX_LAST,SGIEBIWI Index_PX_LAST,SGIEBRIN Index_PX_LAST,SGIEBRWI Index_PX_LAST,GPLCORMH Index_PX_LAST,GPLCORML Index_PX_LAST,GPLCOROH Index_PX_LAST,GPLCOROL Index_PX_LAST,GPLCOSAH Index_PX_LAST,GPLCOSAL Index_PX_LAST,GPLCOSSH Index_PX_LAST,GPLCOSSL Index_PX_LAST,GT1CDEGS ACT 24AV Index_PX_LAST,GT1CNLGS ACT 24AV Index_PX_LAST,GUDFBRDN Index_PX_LAST,GUDFDODF Index_PX_LAST,GUDFDTDF Index_PX_LAST,SGIEBLIN Index_PX_LAST,SGIEBLWI Index_PX_LAST,CRYSDTIN Index_PX_LAST,CRYSETIN Index_PX_LAST,CRYSDTWI Index_PX_LAST,N4GSWHEK Index_PX_LAST,N4GSWHXK Index_PX_LAST,NCGCORMH Index_PX_LAST,NCGCORML Index_PX_LAST,NCGCOROH Index_PX_LAST,NCGCOROL Index_PX_LAST,NCGCOSAH Index_PX_LAST,NCGCOSAL Index_PX_LAST,NCGCOSSH Index_PX_LAST,NCGCOSSL Index_PX_LAST
2016-01-01,128.82729807013627,122.44434048283071,401.9984208009057,6.361999231398254,189.80241582999813,207.7982976138612,209.78427279330833,187.72763898542965,289.9337840257736,33.364461909294356,102.07073640234091,34.905512053758294,13.702293139511546,32.68496116575576,98.06671648575576,190.7709789633444,246.33240007490537,77.1480152136675,36.90943800746049,153.69127487124152,278.83739711822255,325.9378769486024,146.3669394436761,181.85516592610261,287.63151354655054,279.51961091668784,113.37028698572273,191.1115345630211,158.62401006984683,468.6037476954788,183.99964656067584,17.32895589538092,0.0,95.50271623374806,124.79785020598041,160.40791663162787,659.7407397447123,171.4438564352139,43.166446878498036,177.39624879500434,378.4980064446323,176.1056490605216,232.68823980639098,259.5969510466303,362.59361345228876,432.1967913241876,280.0406370382736,332.84745732169097,78.49054598246579,34.30682515008294,149.18529662466307,78.45890757491287,26.41648541830557,26.41648541830557,231.5837085996399,231.5837085996399,482.1958616566282,451.7207693390085,308.4758415324904,308.4758415324904,309.43797026434066,309.43797026434066,752.82687053352,123.95795487422131,88.79840702954468,406.4068542256628,419.26911507903907,279.99919171670297,0.0,96.28096538529392,124.06614740808985,62.79192015325417,202.63354229134166,152.91384981337205,431.9908321542028,312.114736716161,336.99080981554204,284.31067421284945,210.06362739458893,60.390182677282574,123.92566957736776,71.31683272393131,585.4682923600511,173.01091896845116,555.6914326445419,132.50104163597504,34.9653670606997,75.85435710499671,72.20479823417645,125.80960853889589,261.1779682897301,67.36888279513384,431.8175076228651,280.7727948552216,510.90834666665245,283.0211086603548,456.19429890500055,288.4377438353406,216.42161498243513,225.52203708619103
2016-01-02,192.68787492706042,143.1228967312927,572.454551220278,7.179476390591461,271.5602177986257,282.1382528144725,309.6186420182942,235.04685921536438,368.3009700349597,33.533662219615024,143.63649358908762,43.47522901474067,15.238847679608549,34.15844186047021,123.83621387979662,284.6938946498103,413.33935851333337,107.08777570317561,44.414506128764856,202.34602269030674,372.24621021027366,467.2911205047469,216.7098432220779,234.07046962059783,422.79550885222204,374.97522826029746,142.48447874378948,366.47096495231193,236.6127858483109,1007.0627813293037,292.8979205097961,20.86742688745685,238.5303610144292,145.42517826896605,136.7096537314139,269.3806065251533,1285.6055388913542,0.0,49.36181863383999,216.29066129213325,769.567373403206,263.2909805252761,273.36638032286766,397.2449410002932,548.6022111375773,657.1249285838659,488.7568424470675,462.53070776450517,124.07744445829094,33.13275726037896,220.39801493145555,100.1914374883244,31.677646660923205,31.677646660923205,370.85454139267176,370.85454139267176,868.6627470634584,831.9275694396867,497.39428392966005,497.39428392966005,484.6741165669595,484.6741165669595,1435.8673257783141,0.0,129.86693197662046,507.8706875814102,766.7407825728953,426.755763552146,37.56428178737029,96.9981289820683,220.20107052407573,0.0,0.0,175.51819151011128,669.1200578512618,399.48314231333705,685.8828959594397,512.5479497350768,300.4305503449117,78.2546750400781,187.93587834962509,96.4491888142653,1188.2786534784855,336.77457979244014,850.8049252679834,183.46179004504955,55.7635794072479,137.36517335487306,65.9332472866467,206.33025188145632,359.9240081967376,101.47127764336594,695.3826357952917,408.0038623499762,729.0369089367889,491.12964698338925,722.8766839605078,482.12051902138097,360.50257509743466,359.6974100146157
2016-01-03,233.89546642222473,166.31208399368504,691.132010455185,5.831646906518406,384.20891553390294,348.38517774301107,402.37254719328166,343.12948944167675,538.771804071677,38.30982185228786,216.5617147485387,46.32273274496026,14.970028518774118,34.30014918125548,153.61244128815363,387.97522072236467,439.5324980318037,146.77784745454036,51.19717891296486,238.2422494652288,450.5714918680171,589.9154168357016,0.0,320.10743192123357,554.7555587355395,561.7467831855535,166.64593476910534,381.6891577560729,402.34328720840324,1390.9011440752922,461.87604258146325,25.438936198749246,212.35263496893316,157.54488490623842,220.47517219885464,310.11759887838656,1532.9853327598282,402.7442058722519,56.136181714043,259.02686112428427,981.8711548210297,345.99447933860904,471.476744395088,486.50145877487165,955.4277421955932,1002.6365906489557,558.1215175703284,653.6425711464776,199.73173542185734,40.227101032554174,324.9367067484331,132.7748294665838,33.877713405018724,33.877713405018724,474.4211005665431,474.4211005665431,916.0298359024147,1108.2500000245525,692.0896751368942,692.0896751368942,573.3214355152226,573.3214355152226,2170.783026623907,219.78778013804043,116.11944388870566,660.7118992032032,736.8193015637803,707.5493404922909,35.22908007882348,143.35754585172143,201.39053568464786,67.66562377002172,328.8116361760374,268.2097445590918,681.8702377562485,572.5765824056949,853.6475493930536,898.0771325123575,447.76577469149476,108.99040337561333,0.0,105.15824708224935,1421.1237647597911,367.6981881693004,1352.2321787056037,234.32775223776522,53.104336113773755,158.077894310911,87.29314877828455,233.64668454403005,480.27910064211375,105.52863351644805,940.4661889049847,604.8816007160187,1291.5116379641086,645.812693283312,917.9309212495403,505.07521053015876,417.38735675637497,410.01933690697
2016-01-04,262.08802690056064,250.51804882027108,919.4102954974322,7.23933755003745,437.8684925644638,475.7776286747581,469.8642011707689,434.9882494272131,756.9733984303118,35.599571062453876,218.33805724091184,0.0,17.2468498784007,45.816338862172,196.7199171252164,461.91366184051554,537.5162834224595,152.20378448523346,53.0416812177247,274.99508920792806,575.1894775099828,711.9425330596293,285.72913097716224,318.9504213792139,753.2502478388194,625.7893389713288,232.77802680125964,567.9613355857554,328.8629658556079,1641.0325356206072,525.8867904249964,28.44546495059453,347.66632738942786,177.9996710094727,342.092181950352,360.34308636807197,1958.1156102639738,416.49030486363654,61.66572826199786,301.7118091669504,1299.6448149445646,425.7220267743959,485.2878488380906,596.0483055076677,860.8215467420777,1084.9599567626826,725.4815197024019,842.6061175918813,198.02351050150895,44.738847184280736,386.77744405913404,195.87847738579325,37.42644779131983,37.42644779131983,602.9505296543107,602.9505296543107,1394.4542605345255,1500.5440318774067,881.6468826420048,881.6468826420048,765.9804084552583,765.9804084552583,2484.993632885179,258.9461472747546,233.3701710250254,812.2560002960663,1034.7704960034432,794.6598853660006,36.30691042961637,200.58201497580868,300.6917255850806,72.92592269846892,387.9612353297286,312.4931209041429,1032.9059103001748,797.4300849284629,982.2822611805774,1037.3880415184076,628.0691224205387,109.57534377372917,257.4672657791401,127.29268540835197,2066.250435933168,374.01752969842295,1361.1768175860934,264.25926197756337,63.908657885144315,205.25618622832982,101.65194838895023,314.80442250179397,515.4220724670841,139.17200051986362,1081.9909733104619,681.0133404601503,1422.1302466144205,948.178400358414,1332.6223572347014,638.7506252451321,473.9100950907105,472.4867309563586
2016-01-05,273.5464994629171,258.57091420616047,1317.877378504999,6.2380212200393705,592.8340547669069,513.4833792551077,616.8174604827481,389.2418471725084,819.8555984617374,0.0,218.54803676162462,68.07880400098799,18.104693358976768,41.26140063936323,227.973763676817,647.847593778944,906.4400609545789,172.26703056380458,60.652086909278765,268.9960760847045,734.8163865658206,861.3491149250345,292.7934018970338,357.3156730175495,847.7820459730332,837.3465184573857,256.55153096823045,695.48004039691,491.24814549628076,1885.1588738354458,609.6401858296975,33.05618748764325,315.3607568761113,244.91161167999388,311.055462407879,465.5403152098062,2429.530544057034,499.3711907587969,74.83952340096405,405.7369918545745,1464.5617249161605,540.1944359907714,767.6833394968509,677.7923094891439,1264.5934339298726,1537.2129001926996,757.454167935458,965.8986600233982,180.74439969161048,44.347957931198394,0.0,0.0,41.6421226446831,41.6421226446831,679.9619922587475,679.9619922587475,1689.6253480586415,1538.1335745179117,0.0,0.0,754.7489498356933,754.7489498356933,2978.7318102748527,296.5490252915382,259.1089219509267,1038.4119625455937,1370.7549576132935,0.0,44.53221406136988,0.0,363.2703756808151,92.81145609979401,471.4684683654799,383.0984101354905,1209.429968878818,0.0,1269.0466601848598,1380.4098913984026,622.729196513772,132.44883061643688,284.51904291109577,149.9103029030709,2815.431345649637,440.31160944977614,1818.142579723856,252.84756932483452,60.7509248290988,220.05112175739032,73.39760212779626,365.981515715535,458.02109929430327,165.43882946143933,1573.4828912925962,910.9269880313134,1439.04727138794,862.2873938720336,1245.149793897189,792.4693065246591,582.7998077343055,563.9237856207841
2016-01-06,343.29955888994914,317.9628715518004,1313.1604237511656,6.635868109660048,533.6531341860489,590.5979801133653,732.6160614215859,526.0836710942372,857.9264876195617,48.75735382111817,0.0,71.72844268993505,19.582885226206727,46.96184427693712,242.24027106755943,708.3301235220017,920.9185386411502,193.63186988223842,77.35249923615075,330.6338081016476,886.0472813503542,1076.1757985233385,366.3912762698153,471.3348756254041,1053.0913917544383,1018.0704398277086,276.453470974028,732.4511772080443,562.2941797464941,2780.6593474371016,596.6756883928798,28.046527115479076,456.1087982369582,284.99889687710566,337.73452679550917,561.1357127438921,2853.364814628262,557.943123779589,85.96819961164613,397.2697228847534,1772.706408172067,584.1305796527233,771.9554105364889,970.3297437583958,1328.3869539913019,1623.9333594218617,1081.0668510627181,909.0628468857832,246.18805267461246,58.73398795935748,0.0,232.2295208150165,34.36065050450387,34.36065050450387,814.1825480564486,814.1825480564486,1577.6719386085374,1927.6593766684337,1193.6535985274777,1193.6535985274777,999.8449802681514,999.8449802681514,3629.7619794602356,363.54118483853875,260.90141661129707,1393.447146842276,1185.2447359141527,1095.7268137839806,51.168407062714266,226.9870870635795,355.95669343145494,97.72400059428969,496.8450835325138,458.403574852114,1493.5461710787115,1198.4877552475427,1285.4614611043132,1699.039285921505,615.5948285849888,150.85688806499195,333.9943887209896,149.75942924682286,3207.1762321860883,0.0,1777.5819959429773,368.59158133172565,72.26750039063974,280.8360455195155,108.08269340496334,384.1672667834545,0.0,159.04906803422054,1756.2305632615141,1093.3284884282598,1712.4045333773647,1057.1792100022835,1846.0494420765021,780.7300611458012,0.0,731.732418327329
2016-01-07,403.665535558601,424.8157810328258,1595.5894941007252,7.577365692212931,625.8181355307493,735.742693354363,818.6233760541257,672.2183213893077,893.0525891113634,54.07716361165495,345.92647063044336,88.78416618359327,16.630879660881508,46.55154941897479,254.73680085918352,705.8505713312832,1136.2754810044028,219.68379065723084,74.40342638551589,349.792804686963,1023.2639102078523,1149.2081211026848,410.0904674168867,509.04942791463213,1184.9551278700321,984.3091356273744,315.8226847774744,880.5417112750283,564.8113827249812,2518.1928647489262,702.7936630247491,29.50346834259758,403.5068790663349,314.331265597532,389.34533645120547,582.6018676933134,3639.9440807170868,701.6639733331392,94.092520728814,553.7642273274566,1821.663202887772,578.6661908448303,1093.507231848945,1068.95539065092,1733.6033099033425,1882.4079641184717,1208.7974619539077,1276.3353808491074,275.8416310133078,56.582341510230314,572.7507006756537,260.79792486803916,47.886477415491036,47.886477415491036,816.8520824203623,816.8520824203623,0.0,2307.6087730908225,1229.37430685937,1229.37430685937,1085.1882095409253,1085.1882095409253,3802.338594785418,421.1338534006806,370.46034850006976,1661.043712043309,1842.6695762279883,1177.380316063172,48.16313365789699,246.46183039892793,447.77857374782735,96.99651206331552,654.710601114007,453.0019580236607,1454.0294651293466,1607.5090722781567,0.0,1786.1616881284167,885.654732338807,174.98059542894958,437.7984272047087,160.89880323753314,4251.896032222909,725.7321509471446,2692.4997110174654,427.7270016735609,87.93053621911812,229.89327911574114,140.9298913314527,406.854551504659,897.0787211229357,164.6532416699385,1897.8724733482472,1128.7864976487197,2080.868655425606,1192.9229509131685,0.0,772.3530466657446,968.6334917449626,802.1547366842004
2016-01-08,404.3587446774565,411.6385035621444,2210.745458139218,9.68490767499808,716.9374709182737,786.0726727195029,1004.2758267697487,668.1705932901299,1101.1675281011005,51.54114563166012,357.431795189114,85.95635483134326,0.0,45.18930421900421,322.0573690684417,882.2106386922716,1244.303330453323,225.07657005059812,85.23363751089768,559.4622567292212,1134.371424045734,1163.9599511360666,461.61652238215044,509.2738321169466,1319.2791603019261,1227.5163150227236,342.45354894886646,804.0386681320516,781.7064638215543,2809.7968440468344,710.947930250583,39.973951701963315,519.7867412250326,367.96498368157495,467.3351104398986,754.8175070253919,4059.7270866012664,635.835999552841,129.6742398766849,433.55550315315134,2345.0240182944312,713.7441218013995,1035.236755452819,1409.0477190779998,1611.4443817374863,2403.3195586925103,1175.6974399681433,1306.9959269558237,265.9398311907089,62.2043887330206,0.0,289.47745323316707,51.35177764047576,51.35177764047576,1045.6687908731578,1045.6687908731578,2376.0034479368464,2483.835475525677,1408.859788512418,1408.859788512418,1227.8469960546695,1227.8469960546695,4240.540628790293,381.99508765464896,339.48073804707144,1632.5602591312286,1767.50309267535,1309.8829035429915,0.0,252.61646913573261,476.59391787610303,124.77203774026604,810.1595393660896,419.1791862004576,0.0,1359.012591441059,1575.821426207423,1497.126455971289,962.3595411645014,191.61505547242282,0.0,163.11556261159262,3931.139671099255,608.2303574495885,0.0,401.4541940152457,83.06649157798412,293.057083417957,149.64494484283532,492.0474986114783,809.0870102104043,224.06033205977943,2200.4487725339504,1407.769875669541,2081.0550462717306,1326.5335440162635,2411.189020471342,1187.6573804327998,915.011591853914,861.5210681180532
2016-01-09,503.2763437163332,591.7321107766248,0.0,8.179016460451924,746.9177083394892,828.9272379145367,1018.5943034217079,813.1919603389878,1297.2302316533994,65.6689364603997,412.6246992930251,81.65967643745978,19.206119224768074,52.48957752331174,356.3928541211829,918.8668999814091,1162.9467869056732,283.7448604380725,79.25556215872305,499.7400609761843,1185.5915959433946,1575.0427268648566,500.0023452397726,638.0999962420854,1525.2671214677175,1296.2575683263356,349.60857892367403,1010.8583973017312,0.0,3462.394081659975,970.9416842046877,40.79775696549182,671.0058717000031,419.5693413257913,521.2373288548799,738.0187936337388,3648.1428191441382,667.3743910266495,107.24674349301651,0.0,2654.1400405022214,863.7403934018016,1215.856954463663,1069.0489124120734,2099.704255156649,2470.202009329483,1487.1486579580842,1450.9551572796768,387.4547370660111,48.61514902277546,0.0,307.4794713565208,49.01689252807787,49.01689252807787,1160.797215721246,1160.797215721246,3347.4624895619118,3572.001347554111,1674.6410865038442,1674.6410865038442,1451.2009675935794,1451.2009675935794,4692.368411248933,431.90832952943003,293.51451474948277,1970.6680831592664,0.0,0.0,66.27673804691395,312.9213031092281,467.4721940068566,103.63642322521065,842.3402929986901,542.6370221574978,1899.97411634683,1811.0584843302368,1586.2655548357284,1995.1348425765218,888.636609585576,232.22412991653724,493.17414728811235,216.95893452154326,5336.07298087988,831.62296070017,3141.5717214299466,413.71345743748685,109.1664969787742,268.4175634285592,149.65410824773252,499.0646264363761,996.821564519371,283.7258347743048,2237.0888426082506,1459.8757531358253,2912.3082676692084,1351.2678555612351,2157.1024951548243,1320.9217262331522,1034.8654484900671,1092.6056524748956
2016-01-10,546.1820195369419,487.73260073609066,2325.33399553216,9.369759823596402,775.9941303375701,1074.828226846114,959.6789063249926,897.8125169058286,1259.232501654303,76.84788650136436,475.3602203457788,108.28114275595419,21.382990909053742,56.10616710179315,334.44042940853296,977.0472150756658,1181.0125465813712,253.26187447332762,99.03300838133308,618.1771243761604,1254.9176029236003,1593.6135994071503,540.1707501971957,643.079103873565,1492.7193658189117,0.0,407.9521232709876,1145.1165147334204,832.1726765920715,4375.279467570389,1005.8642678153399,37.80927711397794,528.2940586265446,411.2794308687348,500.87284209189664,1004.3928069597916,4523.758519543407,852.7036813384979,132.80012190548015,548.8406148215047,3231.908607762942,1008.2978650666169,1124.0270622352614,1135.9363312474688,2303.654184230636,2425.017646364143,1706.1916642932026,1554.4377491651776,390.79013885580633,77.23893070701162,763.3930750694935,343.33456376531984,51.332139379870505,51.332139379870505,1203.4169545087402,1203.4169545087402,3309.3397387144046,0.0,1828.0920491086777,1828.0920491086777,1554.9202625664252,1554.9202625664252,4904.471098552391,519.7017899760818,321.3924112585087,2281.9500296106057,2842.9882217522027,1534.2962721961483,78.07092556397663,315.95682670335975,554.3841831001089,133.0642595508259,1001.7553532873904,582.1482709936964,2361.0221647267463,1595.0973582803117,2080.19378743951,2963.1758384893346,1272.1745979311017,251.92698931768214,0.0,247.71328389050856,4747.547812038136,885.1578051517834,3504.326837603435,432.02191842541777,103.91951939466837,354.6320032503958,159.7430563180842,505.7253474304612,1238.9497683215097,256.38596029152797,2683.31343320351,1694.734514787277,2936.0721292161597,1874.1761673213107,2388.7147911313778,1408.371232740699,1326.0535531276637,1112.9526719531018
