Date,France_GtP,Belgium_GtP,GB_GtP,#Netherlands_GtP,Italy_GtP,Total_Gas_to_Power_Demand
2025-06-29,0.47,,26.71,0.2,3.57,30.96
2025-06-30,1.08,,38.26,0.2,7.97,47.51
2025-07-01,1.27,,50.72,0.25,9.41,61.65
2025-07-02,1.05,,35.26,1.02,8.78,46.11
2025-07-03,0.78,,24.24,0.51,8.49,34.02
2025-07-04,0.48,,15.6,0.22,8.23,24.53
2025-07-05,0.1,,14.21,0.22,5.69,20.22
2025-07-06,0.06,,26.0,0.38,4.0,30.43
2025-07-07,0.07,,16.24,0.32,5.52,22.16
2025-07-08,0.27,,25.64,0.32,4.6,30.83
2025-07-09,0.37,,40.49,0.3,4.71,45.87
2025-07-10,0.25,,42.08,0.29,4.37,46.99
2025-07-11,0.09,,39.6,0.45,4.83,44.97
2025-07-12,0.11,,22.89,0.27,3.1,26.37
2025-07-13,0.13,,24.72,0.69,2.84,28.37
2025-07-14,0.15,,18.32,0.19,5.87,24.53
2025-07-15,0.25,,15.12,0.13,6.09,21.6
2025-07-16,0.6,,39.27,0.08,6.65,46.6
2025-07-17,0.81,,40.59,0.04,7.01,48.45
2025-07-18,0.48,,36.86,0.03,6.25,43.63
2025-07-19,0.05,,29.11,0.07,4.87,34.11
2025-07-20,0.05,,24.29,0.02,4.04,28.41
2025-07-21,0.11,,38.02,0.04,6.65,44.82
2025-07-22,0.32,,34.96,0.05,6.97,42.3
2025-07-23,0.54,,33.9,0.04,7.15,41.63
2025-07-24,0.51,,37.19,0.02,6.79,44.51
2025-07-25,0.23,,31.69,0.15,6.56,38.62
2025-07-26,0.02,,24.44,0.21,3.28,27.95
2025-07-27,0.02,,23.19,0.06,2.73,26.01
2025-07-28,0.11,,28.76,0.06,4.23,33.16
2025-07-29,0.16,,40.89,0.06,3.75,44.86
2025-07-30,0.16,,32.19,0.18,4.34,36.87
2025-07-31,0.11,,26.18,0.14,4.12,30.54
2025-08-01,0.08,,15.46,0.22,4.07,19.83
2025-08-02,0.08,,15.46,0.13,2.4,18.06
2025-08-03,0.01,,17.6,0.12,2.18,19.91
2025-08-04,0.06,,19.11,0.12,3.31,22.6
2025-08-05,0.08,,17.36,0.13,3.86,21.43
2025-08-06,0.17,,20.83,0.82,4.16,25.97
2025-08-07,0.11,,19.54,0.62,4.35,24.62
2025-08-08,0.13,,20.72,0.25,4.33,25.43
2025-08-09,0.05,,17.73,0.17,4.58,22.54
2025-08-10,0.11,,21.89,0.14,3.82,25.96
2025-08-11,0.51,,39.65,0.2,5.57,45.93
2025-08-12,0.71,,46.5,0.15,5.64,53.01
2025-08-13,0.75,,47.84,0.44,6.0,55.03
2025-08-14,,,,,,0.0
2025-08-15,,,,,,0.0
2025-08-16,,,,,,0.0
2025-08-17,,,,,,0.0
2025-08-18,,,,,,0.0
2025-08-19,,,,,,0.0
2025-08-20,,,,,,0.0
2025-08-21,,,,,,0.0
2025-08-22,,,,,,0.0
2025-08-23,,,,,,0.0
2025-08-24,,,,,,0.0
2025-08-25,,,,,,0.0
2025-08-26,,,,,,0.0
2025-08-27,,,,,,0.0
2025-08-28,,,,,,0.0
2025-08-29,,,,,,0.0
2025-08-30,,,,,,0.0
2025-08-31,,,,,,0.0
2025-09-01,,,,,,0.0
2025-09-02,,,,,,0.0
2025-09-03,,,,,,0.0
2025-09-04,,,,,,0.0
2025-09-05,,,,,,0.0
2025-09-06,,,,,,0.0
2025-09-07,,,,,,0.0
2025-09-08,,,,,,0.0
2025-09-09,,,,,,0.0
2025-09-10,,,,,,0.0
2025-09-11,,,,,,0.0
2025-09-12,,,,,,0.0
2025-09-13,,,,,,0.0
2025-09-14,,,,,,0.0
2025-09-15,,,,,,0.0
2025-09-16,,,,,,0.0
2025-09-17,,,,,,0.0
2025-09-18,,,,,,0.0
2025-09-19,,,,,,0.0
2025-09-20,,,,,,0.0
2025-09-21,,,,,,0.0
2025-09-22,,,,,,0.0
2025-09-23,,,,,,0.0
2025-09-24,,,,,,0.0
2025-09-25,,,,,,0.0
2025-09-26,,,,,,0.0
2025-09-27,,,,,,0.0
2025-09-28,,,,,,0.0
2025-09-29,,,,,,0.0
2025-09-30,,,,,,0.0
2025-10-01,,,,,,0.0
2025-10-02,,,,,,0.0
2025-10-03,,,,,,0.0
2025-10-04,,,,,,0.0
2025-10-05,,,,,,0.0
2025-10-06,,,,,,0.0
2025-10-07,,,,,,0.0
2025-10-08,,,,,,0.0
2025-10-09,,,,,,0.0
2025-10-10,,,,,,0.0
2025-10-11,,,,,,0.0
2025-10-12,,,,,,0.0
2025-10-13,,,,,,0.0
2025-10-14,,,,,,0.0
2025-10-15,,,,,,0.0
2025-10-16,,,,,,0.0
2025-10-17,,,,,,0.0
2025-10-18,,,,,,0.0
2025-10-19,,,,,,0.0
2025-10-20,,,,,,0.0
2025-10-21,,,,,,0.0
2025-10-22,,,,,,0.0
2025-10-23,,,,,,0.0
2025-10-24,,,,,,0.0
2025-10-25,,,,,,0.0
2025-10-26,,,,,,0.0
2025-10-27,,,,,,0.0
2025-10-28,,,,,,0.0
2025-10-29,,,,,,0.0
2025-10-30,,,,,,0.0
2025-10-31,,,,,,0.0
2025-11-01,,,,,,0.0
2025-11-02,,,,,,0.0
2025-11-03,,,,,,0.0
2025-11-04,,,,,,0.0
2025-11-05,,,,,,0.0
2025-11-06,,,,,,0.0
2025-11-07,,,,,,0.0
2025-11-08,,,,,,0.0
2025-11-09,,,,,,0.0
2025-11-10,,,,,,0.0
2025-11-11,,,,,,0.0
2025-11-12,,,,,,0.0
2025-11-13,,,,,,0.0
2025-11-14,,,,,,0.0
2025-11-15,,,,,,0.0
2025-11-16,,,,,,0.0
2025-11-17,,,,,,0.0
2025-11-18,,,,,,0.0
2025-11-19,,,,,,0.0
2025-11-20,,,,,,0.0
2025-11-21,,,,,,0.0
2025-11-22,,,,,,0.0
2025-11-23,,,,,,0.0
2025-11-24,,,,,,0.0
2025-11-25,,,,,,0.0
2025-11-26,,,,,,0.0
2025-11-27,,,,,,0.0
2025-11-28,,,,,,0.0
2025-11-29,,,,,,0.0
2025-11-30,,,,,,0.0
2025-12-01,,,,,,0.0
2025-12-02,,,,,,0.0
2025-12-03,,,,,,0.0
2025-12-04,,,,,,0.0
2025-12-05,,,,,,0.0
2025-12-06,,,,,,0.0
2025-12-07,,,,,,0.0
2025-12-08,,,,,,0.0
2025-12-09,,,,,,0.0
2025-12-10,,,,,,0.0
2025-12-11,,,,,,0.0
2025-12-12,,,,,,0.0
2025-12-13,,,,,,0.0
2025-12-14,,,,,,0.0
2025-12-15,,,,,,0.0
2025-12-16,,,,,,0.0
2025-12-17,,,,,,0.0
2025-12-18,,,,,,0.0
2025-12-19,,,,,,0.0
2025-12-20,,,,,,0.0
2025-12-21,,,,,,0.0
2025-12-22,,,,,,0.0
2025-12-23,,,,,,0.0
2025-12-24,,,,,,0.0
2025-12-25,,,,,,0.0
2025-12-26,,,,,,0.0
2025-12-27,,,,,,0.0
2025-12-28,,,,,,0.0
2025-12-29,,,,,,0.0
2025-12-30,,,,,,0.0
2025-12-31,,,,,,0.0
